STEMMING,tokenized_sents,polarity_score,polarity
ness drop jastip sama rekomen menu makan malam,"['ness', 'drop', 'jastip', 'sama', 'rekomen', 'menu', 'makan', 'malam']",-1,-1
angkat 20 suaramuu ness https t co xqjqciforf,"['angkat', '20', 'suaramuu', 'ness', 'https', 't', 'co', 'xqjqciforf']",3,1
ness need anjem yang ready fip sampai daerah java mall rep tarif,"['ness', 'need', 'anjem', 'yang', 'ready', 'fip', 'sampai', 'daerah', 'java', 'mall', 'rep', 'tarif']",-6,-1
ness yang tahu nggaa elena courses nya tidak muncul tuh kenapa yaaa plsss yang tahu tugas deadline malam,"['ness', 'yang', 'tahu', 'nggaa', 'elena', 'courses', 'nya', 'tidak', 'muncul', 'tuh', 'kenapa', 'yaaa', 'plsss', 'yang', 'tahu', 'tugas', 'deadline', 'malam']",-19,-1
ness memang ya jastip 3k gin kalau worth it,"['ness', 'memang', 'ya', 'jastip', '3k', 'gin', 'kalau', 'worth', 'it']",1,1
convomfs kuliah unnes rumah deket usm hehehe,"['convomfs', 'kuliah', 'unnes', 'rumah', 'deket', 'usm', 'hehehe']",1,1
oper kos cowok unnes area cempaka sari timur free wifi air sampah bayar iur listrik saja kulkas dapur kamu 3 bebas sopan sudah yang urus untuk perlu kap amp bersih tempat tengah september januari 2jt saja nego,"['oper', 'kos', 'cowok', 'unnes', 'area', 'cempaka', 'sari', 'timur', 'free', 'wifi', 'air', 'sampah', 'bayar', 'iur', 'listrik', 'saja', 'kulkas', 'dapur', 'kamu', '3', 'bebas', 'sopan', 'sudah', 'yang', 'urus', 'untuk', 'perlu', 'kap', 'amp', 'bersih', 'tempat', 'tengah', 'september', 'januari', '2jt', 'saja', 'nego']",-17,-1
ness info kos area smp 38 semarang tidak,"['ness', 'info', 'kos', 'area', 'smp', '38', 'semarang', 'tidak']",-8,-1
ness skripsi pakai mendeley tidak aplikasi saja ngebantu tulis skripsi terima kasih,"['ness', 'skripsi', 'pakai', 'mendeley', 'tidak', 'aplikasi', 'saja', 'ngebantu', 'tulis', 'skripsi', 'terima', 'kasih']",-9,-1
ness rekomendasi menu makan kuah hangat bakso dongg,"['ness', 'rekomendasi', 'menu', 'makan', 'kuah', 'hangat', 'bakso', 'dongg']",1,1
ness info kos cewek area moga sampang kelud,"['ness', 'info', 'kos', 'cewek', 'area', 'moga', 'sampang', 'kelud']",-2,-1
ness toko besi yang sampai mlem tidak y,"['ness', 'toko', 'besi', 'yang', 'sampai', 'mlem', 'tidak', 'y']",-12,-1
unnesmenfess 4k yuk nder https t co rij4x8onzr 3k tidak nutup bensin paket tenaga,"['unnesmenfess', '4k', 'yuk', 'nder', 'https', 't', 'co', 'rij4x8onzr', '3k', 'tidak', 'nutup', 'bensin', 'paket', 'tenaga']",6,1
inilakh saya produktif xixixi,"['inilakh', 'saya', 'produktif', 'xixixi']",-1,-1
ness jastip yang 3k rep saya,"['ness', 'jastip', 'yang', '3k', 'rep', 'saya']",-8,-1
scan presensi gasiee presensi yang tagih ukt wkwkwk bercyandaa keren sudah scan ness https t co oqu6wjq4ro,"['scan', 'presensi', 'gasiee', 'presensi', 'yang', 'tagih', 'ukt', 'wkwkwk', 'bercyandaa', 'keren', 'sudah', 'scan', 'ness', 'https', 't', 'co', 'oqu6wjq4ro']",-4,-1
ness saran yang cocok me time makan enak,"['ness', 'saran', 'yang', 'cocok', 'me', 'time', 'makan', 'enak']",-4,-1
barang sita sabu polda riau musnah barang bukti kendali wakil jaksa riau renhard hadir acara sumber https t co 2zajqq5g0c,"['barang', 'sita', 'sabu', 'polda', 'riau', 'musnah', 'barang', 'bukti', 'kendali', 'wakil', 'jaksa', 'riau', 'renhard', 'hadir', 'acara', 'sumber', 'https', 't', 'co', '2zajqq5g0c']",-9,-1
komisaris yos guntur identifikasi enam orang tangkap gembong narkoba kurir kejut salah hm tangkap hasil selesai misi kirim bayar rp 50 juta rp 30 juta,"['komisaris', 'yos', 'guntur', 'identifikasi', 'enam', 'orang', 'tangkap', 'gembong', 'narkoba', 'kurir', 'kejut', 'salah', 'hm', 'tangkap', 'hasil', 'selesai', 'misi', 'kirim', 'bayar', 'rp', '50', 'juta', 'rp', '30', 'juta']",-4,-1
tahan hm tangkap subdivisi ii polisi temu 2 kg sabu kemas hati hati teh cina,"['tahan', 'hm', 'tangkap', 'subdivisi', 'ii', 'polisi', 'temu', '2', 'kg', 'sabu', 'kemas', 'hati', 'hati', 'teh', 'cina']",0,0
subbag i pimpin kompol boby tangan subbag ii bawah pimpin akbp janton silaban tangan kompol yos guntur direktur narkoba polda riau,"['subbag', 'i', 'pimpin', 'kompol', 'boby', 'tangan', 'subbag', 'ii', 'bawah', 'pimpin', 'akbp', 'janton', 'silaban', 'tangan', 'kompol', 'yos', 'guntur', 'direktur', 'narkoba', 'polda', 'riau']",2,1
upaya henti situ tanggal 28 juli tim tangkap edar narkoba pekanbaru identifikasi mf polisi sita 3 kg sabu lokasi mf,"['upaya', 'henti', 'situ', 'tanggal', '28', 'juli', 'tim', 'tangkap', 'edar', 'narkoba', 'pekanbaru', 'identifikasi', 'mf', 'polisi', 'sita', '3', 'kg', 'sabu', 'lokasi', 'mf']",-16,-1
pasang pa mm tangkap 18 juli subbagian i tangkap kota dumai bawa barang bukti sabu berat 10 kg,"['pasang', 'pa', 'mm', 'tangkap', '18', 'juli', 'subbagian', 'i', 'tangkap', 'kota', 'dumai', 'bawa', 'barang', 'bukti', 'sabu', 'berat', '10', 'kg']",-13,-1
subbagian i pimpin kasubdit kompol bobby putra ramadan bayang sita 9 kg sabu laku,"['subbagian', 'i', 'pimpin', 'kasubdit', 'kompol', 'bobby', 'putra', 'ramadan', 'bayang', 'sita', '9', 'kg', 'sabu', 'laku']",2,1
tangkap mi es tangkap intelijen polisi rencana transaksi narkoba tanggal 14 juli indragiri hulu ogan komering ulu oku sumatera selatan kampar,"['tangkap', 'mi', 'es', 'tangkap', 'intelijen', 'polisi', 'rencana', 'transaksi', 'narkoba', 'tanggal', '14', 'juli', 'indragiri', 'hulu', 'ogan', 'komering', 'ulu', 'oku', 'sumatera', 'selatan', 'kampar']",-11,-1
komisaris hery m tangkap enam sangka lokasi ungkap beda barang bukti sita total 23 116 gram 23 kg,"['komisaris', 'hery', 'm', 'tangkap', 'enam', 'sangka', 'lokasi', 'ungkap', 'beda', 'barang', 'bukti', 'sita', 'total', '23', '116', 'gram', '23', 'kg']",-8,-1
juru bicara polda riau kompol hery m tindak asal pisah selesai berkat upaya tekun subdivisi i ii juli,"['juru', 'bicara', 'polda', 'riau', 'kompol', 'hery', 'm', 'tindak', 'asal', 'pisah', 'selesai', 'berkat', 'upaya', 'tekun', 'subdivisi', 'i', 'ii', 'juli']",1,1
hasil tega hukum bongkar jaring selundup narkoba operasi riau enam orang tangkap 23 kg sabu sita operasi pimpin divisi narkoba polda riau,"['hasil', 'tega', 'hukum', 'bongkar', 'jaring', 'selundup', 'narkoba', 'operasi', 'riau', 'enam', 'orang', 'tangkap', '23', 'kg', 'sabu', 'sita', 'operasi', 'pimpin', 'divisi', 'narkoba', 'polda', 'riau']",-3,-1
halo sobat anti narkotika tahu tidak siih berita hangat bincang nahh sini saya kasih tauu berita kini gerebek narkoba signifikan riau,"['halo', 'sobat', 'anti', 'narkotika', 'tahu', 'tidak', 'siih', 'berita', 'hangat', 'bincang', 'nahh', 'sini', 'saya', 'kasih', 'tauu', 'berita', 'kini', 'gerebek', 'narkoba', 'signifikan', 'riau']",-17,-1
ness yang jual salad buah sebutin fee ya ingin bgtt,"['ness', 'yang', 'jual', 'salad', 'buah', 'sebutin', 'fee', 'ya', 'ingin', 'bgtt']",-5,-1
smgmenfess2 mie ayam moy ariloka enak menurutkuu jayasari enaa bakmi boomah unnes enak poll,"['smgmenfess2', 'mie', 'ayam', 'moy', 'ariloka', 'enak', 'menurutkuu', 'jayasari', 'enaa', 'bakmi', 'boomah', 'unnes', 'enak', 'poll']",2,1
naik derajat orangtua tidak balas baik biar tuhan saja thanks a lot muach,"['naik', 'derajat', 'orangtua', 'tidak', 'balas', 'baik', 'biar', 'tuhan', 'saja', 'thanks', 'a', 'lot', 'muach']",-1,-1
ness terimakasih bot tahan hidup orang yang hibah bahan makan yang sudah pakai jasa jastip makasih ya sudah lulus seleksi ppg mohon doa ya biar lolos cont,"['ness', 'terimakasih', 'bot', 'tahan', 'hidup', 'orang', 'yang', 'hibah', 'bahan', 'makan', 'yang', 'sudah', 'pakai', 'jasa', 'jastip', 'makasih', 'ya', 'sudah', 'lulus', 'seleksi', 'ppg', 'mohon', 'doa', 'ya', 'biar', 'lolos', 'cont']",2,1
kanayqa iyaa alhamdulillah beasiswa perhatiin benar benar kasih butuhin tidak sesal undur beasiswa rintis unnes the best decision ambil,"['kanayqa', 'iyaa', 'alhamdulillah', 'beasiswa', 'perhatiin', 'benar', 'benar', 'kasih', 'butuhin', 'tidak', 'sesal', 'undur', 'beasiswa', 'rintis', 'unnes', 'the', 'best', 'decision', 'ambil']",-11,-1
gedung d10 laboratorium matematika fmipa unnes registration fee 55k cashback 9 10 daftar daftar diri 1 bayar a n maria margaretha s bri 210301003564508 dana 082325271945,"['gedung', 'd10', 'laboratorium', 'matematika', 'fmipa', 'unnes', 'registration', 'fee', '55k', 'cashback', '9', '10', 'daftar', 'daftar', 'diri', '1', 'bayar', 'a', 'n', 'maria', 'margaretha', 's', 'bri', '210301003564508', 'dana', '082325271945']",-6,-1
sp buka jastip gaco buat nnt malam sekarang cung ness,"['sp', 'buka', 'jastip', 'gaco', 'buat', 'nnt', 'malam', 'sekarang', 'cung', 'ness']",-2,-1
ness info jastip 3 4k yang sat set sudah lapar,"['ness', 'info', 'jastip', '3', '4k', 'yang', 'sat', 'set', 'sudah', 'lapar']",-12,-1
taswis periode iii 2023 ucap selamat wisudawan wisudawati periode iii 2023 jurus matematika fmipa unnes selesai studi https t co erzcobhi2r,"['taswis', 'periode', 'iii', '2023', 'ucap', 'selamat', 'wisudawan', 'wisudawati', 'periode', 'iii', '2023', 'jurus', 'matematika', 'fmipa', 'unnes', 'selesai', 'studi', 'https', 't', 'co', 'erzcobhi2r']",9,1
ness info yang jual es buah sop buah jam gin,"['ness', 'info', 'yang', 'jual', 'es', 'buah', 'sop', 'buah', 'jam', 'gin']",-9,-1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
ness yang preloved pen tablet tidak ya https t co ppp04q79xq,"['ness', 'yang', 'preloved', 'pen', 'tablet', 'tidak', 'ya', 'https', 't', 'co', 'ppp04q79xq']",-10,-1
ness info teman diskusi skripsweet,"['ness', 'info', 'teman', 'diskusi', 'skripsweet']",-3,-1
malam makan ness,"['malam', 'makan', 'ness']",-1,-1
ness yang preloved kipas angin tidak butuh sangat nih atas gunpat yang panas sekali kipas sender rusak,"['ness', 'yang', 'preloved', 'kipas', 'angin', 'tidak', 'butuh', 'sangat', 'nih', 'atas', 'gunpat', 'yang', 'panas', 'sekali', 'kipas', 'sender', 'rusak']",-27,-1
ness info yang jual bubur ayam dongg yang buka sampai malemm,"['ness', 'info', 'yang', 'jual', 'bubur', 'ayam', 'dongg', 'yang', 'buka', 'sampai', 'malemm']",-14,-1
ness anggur sekali tidak giat tidak teman yang sudah lulus btw sender manusia semester 9,"['ness', 'anggur', 'sekali', 'tidak', 'giat', 'tidak', 'teman', 'yang', 'sudah', 'lulus', 'btw', 'sender', 'manusia', 'semester', '9']",-11,-1
unnesmenfess suka kpop kdrama tetap manly tapi anak unnes anak ut,"['unnesmenfess', 'suka', 'kpop', 'kdrama', 'tetap', 'manly', 'tapi', 'anak', 'unnes', 'anak', 'ut']",5,1
ness pasar malam banar tuh buka jam ya,"['ness', 'pasar', 'malam', 'banar', 'tuh', 'buka', 'jam', 'ya']",-1,-1
info mangkal unnes raya,"['info', 'mangkal', 'unnes', 'raya']",-3,-1
ness info kos cewek yang kosong tahun smt bebass sender butuh sangat makasiii,"['ness', 'info', 'kos', 'cewek', 'yang', 'kosong', 'tahun', 'smt', 'bebass', 'sender', 'butuh', 'sangat', 'makasiii']",-19,-1
anjem yang ridi unnes jam 18 00 an,"['anjem', 'yang', 'ridi', 'unnes', 'jam', '18', '00', 'an']",-5,-1
ness info yang jual selimut area unnes makasihh,"['ness', 'info', 'yang', 'jual', 'selimut', 'area', 'unnes', 'makasihh']",-7,-1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
unnesmenfess ready,"['unnesmenfess', 'ready']",1,1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
ness aaaa saran makan malam lagi tidak enak badan tia,"['ness', 'aaaa', 'saran', 'makan', 'malam', 'lagi', 'tidak', 'enak', 'badan', 'tia']",-12,-1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
ya gimana tidak hemat ya sekitar unnes murah murah sekali bejir,"['ya', 'gimana', 'tidak', 'hemat', 'ya', 'sekitar', 'unnes', 'murah', 'murah', 'sekali', 'bejir']",-3,-1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
bicara orang bodoh n tolol tuh memang sia sia ya ness,"['bicara', 'orang', 'bodoh', 'n', 'tolol', 'tuh', 'memang', 'sia', 'sia', 'ya', 'ness']",-13,-1
ness unnes yang jual kaya gin tidak ya kalau mana buka jam https t co hsc0tp27mz,"['ness', 'unnes', 'yang', 'jual', 'kaya', 'gin', 'tidak', 'ya', 'kalau', 'mana', 'buka', 'jam', 'https', 't', 'co', 'hsc0tp27mz']",-10,-1
ness panci pls butuh sekali,"['ness', 'panci', 'pls', 'butuh', 'sekali']",-9,-1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
numpang curhat saran ness https t co ggnpdqe8ai,"['numpang', 'curhat', 'saran', 'ness', 'https', 't', 'co', 'ggnpdqe8ai']",-2,-1
ness nasi goreng jam gin sudah buka mana ya sender bm nasi goreng burjo yaaaa,"['ness', 'nasi', 'goreng', 'jam', 'gin', 'sudah', 'buka', 'mana', 'ya', 'sender', 'bm', 'nasi', 'goreng', 'burjo', 'yaaaa']",4,1
ness info anjem malam st tawang donggg,"['ness', 'info', 'anjem', 'malam', 'st', 'tawang', 'donggg']",-4,-1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
smt5 benerin biodata mana ya,"['smt5', 'benerin', 'biodata', 'mana', 'ya']",0,0
ness guys daftar ulang tidak sengaja data orangtuaku ketul almarhum hidup nunjukin slip gaji tidak makan oke oke saja eh sudah semester liat biodata ortunya alm nya btw saya cont,"['ness', 'guys', 'daftar', 'ulang', 'tidak', 'sengaja', 'data', 'orangtuaku', 'ketul', 'almarhum', 'hidup', 'nunjukin', 'slip', 'gaji', 'tidak', 'makan', 'oke', 'oke', 'saja', 'eh', 'sudah', 'semester', 'liat', 'biodata', 'ortunya', 'alm', 'nya', 'btw', 'saya', 'cont']",-26,-1
ness preloved crop top yang ready unnes sekarang,"['ness', 'preloved', 'crop', 'top', 'yang', 'ready', 'unnes', 'sekarang']",1,1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
ness info anjem redii lesgowww,"['ness', 'info', 'anjem', 'redii', 'lesgowww']",-3,-1
gassss nderrr jastipp ready habis mahgrib list,"['gassss', 'nderrr', 'jastipp', 'ready', 'habis', 'mahgrib', 'list']",1,1
ness toko jam alhikmah kira2 ngejual jam tangan tidak ya mas bagus plastikn,"['ness', 'toko', 'jam', 'alhikmah', 'kira2', 'ngejual', 'jam', 'tangan', 'tidak', 'ya', 'mas', 'bagus', 'plastikn']",-6,-1
be en i yun ness gajebrot sangat woyyy atm nya pindah pindah terus,"['be', 'en', 'i', 'yun', 'ness', 'gajebrot', 'sangat', 'woyyy', 'atm', 'nya', 'pindah', 'pindah', 'terus']",-6,-1
ness d tukang sayur asrama putri jual udang tidak sih,"['ness', 'd', 'tukang', 'sayur', 'asrama', 'putri', 'jual', 'udang', 'tidak', 'sih']",-3,-1
ness yang preloved setrika tidak,"['ness', 'yang', 'preloved', 'setrika', 'tidak']",-10,-1
ness tanya yang sudah lulus butuh dapat kerja lulus kerja,"['ness', 'tanya', 'yang', 'sudah', 'lulus', 'butuh', 'dapat', 'kerja', 'lulus', 'kerja']",1,1
kanayqa tidak bayar ukt unnes undur sudah terima beasiswa ipmi sudah masuk pokok mah modal tetap semangatt cari beasiswa,"['kanayqa', 'tidak', 'bayar', 'ukt', 'unnes', 'undur', 'sudah', 'terima', 'beasiswa', 'ipmi', 'sudah', 'masuk', 'pokok', 'mah', 'modal', 'tetap', 'semangatt', 'cari', 'beasiswa']",-4,-1
ness rekomendasi kulit ayam enak unnes masak saja bebas hehe lagi idam sangat,"['ness', 'rekomendasi', 'kulit', 'ayam', 'enak', 'unnes', 'masak', 'saja', 'bebas', 'hehe', 'lagi', 'idam', 'sangat']",-10,-1
ndreamon hasil resign kerja buka usaha buka bubur ayam daerah kampus unnes semarang capai happy alhamdulillah https t co 6wjqnqpvh9,"['ndreamon', 'hasil', 'resign', 'kerja', 'buka', 'usaha', 'buka', 'bubur', 'ayam', 'daerah', 'kampus', 'unnes', 'semarang', 'capai', 'happy', 'alhamdulillah', 'https', 't', 'co', '6wjqnqpvh9']",9,1
ness genep 2 minggu sudah habis 600k boros sekali tidak sih,"['ness', 'genep', '2', 'minggu', 'sudah', 'habis', '600k', 'boros', 'sekali', 'tidak', 'sih']",-10,-1
unnesmenfess rediii dm https t co rij4x8nq9t start 4k,"['unnesmenfess', 'rediii', 'dm', 'https', 't', 'co', 'rij4x8nq9t', 'start', '4k']",0,0
ness jastip open serta fee nya,"['ness', 'jastip', 'open', 'serta', 'fee', 'nya']",-1,-1
kanayqa karena kemarin terima unnes ukt unnes duluan umum beasiswa yaaa tetap saja bayar tidak uang bayar ukt biaya hidup uang beasiswa kalau terima itb,"['kanayqa', 'karena', 'kemarin', 'terima', 'unnes', 'ukt', 'unnes', 'duluan', 'umum', 'beasiswa', 'yaaa', 'tetap', 'saja', 'bayar', 'tidak', 'uang', 'bayar', 'ukt', 'biaya', 'hidup', 'uang', 'beasiswa', 'kalau', 'terima', 'itb']",-10,-1
ness suka galon lee mineral daripada aqua,"['ness', 'suka', 'galon', 'lee', 'mineral', 'daripada', 'aqua']",2,1
uinwsfess dm me bro vario 2 lokasi unnes pgsd murmer,"['uinwsfess', 'dm', 'me', 'bro', 'vario', '2', 'lokasi', 'unnes', 'pgsd', 'murmer']",0,0
agustus serang wisuda terimakasih yang percayain makeupnya sasya mua semarang mua moga mua undip mua unnes mua usm upgris polines akpelni amni polkesmar mua tembalang mua banyumanik mua gunungpati mua uin ws mua ngaliyan mua wisuda semarang https t co chicnmrtd4,"['agustus', 'serang', 'wisuda', 'terimakasih', 'yang', 'percayain', 'makeupnya', 'sasya', 'mua', 'semarang', 'mua', 'moga', 'mua', 'undip', 'mua', 'unnes', 'mua', 'usm', 'upgris', 'polines', 'akpelni', 'amni', 'polkesmar', 'mua', 'tembalang', 'mua', 'banyumanik', 'mua', 'gunungpati', 'mua', 'uin', 'ws', 'mua', 'ngaliyan', 'mua', 'wisuda', 'semarang', 'https', 't', 'co', 'chicnmrtd4']",-3,-1
ness makan unnes yang jual makan kare tidak ya lagi bm banget,"['ness', 'makan', 'unnes', 'yang', 'jual', 'makan', 'kare', 'tidak', 'ya', 'lagi', 'bm', 'banget']",-12,-1
ness ada anjem mobil 7 orang kota drop fee,"['ness', 'ada', 'anjem', 'mobil', '7', 'orang', 'kota', 'drop', 'fee']",-2,-1
ness info jastip yang ready sekarang sekali,"['ness', 'info', 'jastip', 'yang', 'ready', 'sekarang', 'sekali']",-8,-1
25 08 24 sempat tandang gunung party acara recovery organisir wan kawan unnes fakta kejut gunung pati malam sejuk https t co uphutylbr7,"['25', '08', '24', 'sempat', 'tandang', 'gunung', 'party', 'acara', 'recovery', 'organisir', 'wan', 'kawan', 'unnes', 'fakta', 'kejut', 'gunung', 'pati', 'malam', 'sejuk', 'https', 't', 'co', 'uphutylbr7']",-11,-1
ness d kriuk itu kalau pesan online tolong panasin lagi tidak ya memang tetap panas begitu kalau pesan sore malam,"['ness', 'd', 'kriuk', 'itu', 'kalau', 'pesan', 'online', 'tolong', 'panasin', 'lagi', 'tidak', 'ya', 'memang', 'tetap', 'panas', 'begitu', 'kalau', 'pesan', 'sore', 'malam']",-11,-1
ness yang liat tukang es kado sekarang lagi mangkal mana ya tadu sender beli tapi sesal sangat cuma beli 1 enak bgtt beli lagi,"['ness', 'yang', 'liat', 'tukang', 'es', 'kado', 'sekarang', 'lagi', 'mangkal', 'mana', 'ya', 'tadu', 'sender', 'beli', 'tapi', 'sesal', 'sangat', 'cuma', 'beli', '1', 'enak', 'bgtt', 'beli', 'lagi']",-20,-1
unnes sambut bijak focus skripsi news text https t co iah6cxnxmo,"['unnes', 'sambut', 'bijak', 'focus', 'skripsi', 'news', 'text', 'https', 't', 'co', 'iah6cxnxmo']",2,1
smgmenfess2 nyobaa dehh kelas yang unnes,"['smgmenfess2', 'nyobaa', 'dehh', 'kelas', 'yang', 'unnes']",-5,-1
anjem ness fe banar driv cewek,"['anjem', 'ness', 'fe', 'banar', 'driv', 'cewek']",0,0
ness cari prelov galon kosong yang langsung ambil,"['ness', 'cari', 'prelov', 'galon', 'kosong', 'yang', 'langsung', 'ambil']",-14,-1
vvotanet unnes,"['vvotanet', 'unnes']",0,0
sukanyairputih rene unnes,"['sukanyairputih', 'rene', 'unnes']",0,0
ness yang kost bolee tauu gaa yang kosonggg https t co cbttx2vnob,"['ness', 'yang', 'kost', 'bolee', 'tauu', 'gaa', 'yang', 'kosonggg', 'https', 't', 'co', 'cbttx2vnob']",-13,-1
temu temu kali ness,"['temu', 'temu', 'kali', 'ness']",4,1
ness yang ngirim laptop pakai jne jnt jabodetabek moga kaa aman tidak yaa,"['ness', 'yang', 'ngirim', 'laptop', 'pakai', 'jne', 'jnt', 'jabodetabek', 'moga', 'kaa', 'aman', 'tidak', 'yaa']",-9,-1
unnesmenfess dideplok kepala ayammm ditepungin,"['unnesmenfess', 'dideplok', 'kepala', 'ayammm', 'ditepungin']",0,0
skripsi wajib unnes pakai pamer gelar karya ganti tugas https t co pjeseb9wv0,"['skripsi', 'wajib', 'unnes', 'pakai', 'pamer', 'gelar', 'karya', 'ganti', 'tugas', 'https', 't', 'co', 'pjeseb9wv0']",-1,-1
undipmenfess unnes,"['undipmenfess', 'unnes']",0,0
ness daerah unnes yang jual kepala ayam goreng bakar ukur gede tidak ya,"['ness', 'daerah', 'unnes', 'yang', 'jual', 'kepala', 'ayam', 'goreng', 'bakar', 'ukur', 'gede', 'tidak', 'ya']",-9,-1
undipmenfess unnes akeh nder,"['undipmenfess', 'unnes', 'akeh', 'nder']",0,0
maaf 18 tanya sama ciwi pakai br a model kek bagaimana biar bubbies bentuk bulet bagus begitu tidak kerucut pas pakai kaos paham yang maksud huhu thanks in advance ness,"['maaf', '18', 'tanya', 'sama', 'ciwi', 'pakai', 'br', 'a', 'model', 'kek', 'bagaimana', 'biar', 'bubbies', 'bentuk', 'bulet', 'bagus', 'begitu', 'tidak', 'kerucut', 'pas', 'pakai', 'kaos', 'paham', 'yang', 'maksud', 'huhu', 'thanks', 'in', 'advance', 'ness']",1,1
media partner our main guest star the one who hasn t visit semarang after a long time with their spectacular vocalist we present you dewa19 ft ari lasso virzha bawa 14 lagu nostalgia https t co 60q46r3mgg,"['media', 'partner', 'our', 'main', 'guest', 'star', 'the', 'one', 'who', 'hasn', 't', 'visit', 'semarang', 'after', 'a', 'long', 'time', 'with', 'their', 'spectacular', 'vocalist', 'we', 'present', 'you', 'dewa19', 'ft', 'ari', 'lasso', 'virzha', 'bawa', '14', 'lagu', 'nostalgia', 'https', 't', 'co', '60q46r3mgg']",0,0
ness preloved in rak susun gakk,"['ness', 'preloved', 'in', 'rak', 'susun', 'gakk']",0,0
ness panci gede tidak yaaa tolong butuh sekali,"['ness', 'panci', 'gede', 'tidak', 'yaaa', 'tolong', 'butuh', 'sekali']",-13,-1
ness kakak kakak buku tidak ya diprelovedin https t co tk31okmniy,"['ness', 'kakak', 'kakak', 'buku', 'tidak', 'ya', 'diprelovedin', 'https', 't', 'co', 'tk31okmniy']",-5,-1
ness jual pangsit goreng kek gin unnes mana ya https t co t9edses0xo,"['ness', 'jual', 'pangsit', 'goreng', 'kek', 'gin', 'unnes', 'mana', 'ya', 'https', 't', 'co', 't9edses0xo']",0,0
ness panase pol rill ingin es,"['ness', 'panase', 'pol', 'rill', 'ingin', 'es']",-3,-1
ness puslakes pakai bpjs kah,"['ness', 'puslakes', 'pakai', 'bpjs', 'kah']",0,0
ness info jual layang area unnes,"['ness', 'info', 'jual', 'layang', 'area', 'unnes']",-2,-1
saya abis rumil amp mam kantin kwu pls enjoy sangat me time unnes https t co bwrw8aeoyd,"['saya', 'abis', 'rumil', 'amp', 'mam', 'kantin', 'kwu', 'pls', 'enjoy', 'sangat', 'me', 'time', 'unnes', 'https', 't', 'co', 'bwrw8aeoyd']",-15,-1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
pp hi sponsorhip hunter hima bem ukm organisasi giat event butuh dana sponsorship yuk submit proposal giat event https t co srccvlog1i sponsorship dapat voucher khusus giat https t co vmw9z04qje,"['pp', 'hi', 'sponsorhip', 'hunter', 'hima', 'bem', 'ukm', 'organisasi', 'giat', 'event', 'butuh', 'dana', 'sponsorship', 'yuk', 'submit', 'proposal', 'giat', 'event', 'https', 't', 'co', 'srccvlog1i', 'sponsorship', 'dapat', 'voucher', 'khusus', 'giat', 'https', 't', 'co', 'vmw9z04qje']",10,1
ness rekomendasi skripsi yang enak unnes dongg tidak berisik free wifi sampai malam,"['ness', 'rekomendasi', 'skripsi', 'yang', 'enak', 'unnes', 'dongg', 'tidak', 'berisik', 'free', 'wifi', 'sampai', 'malam']",-9,-1
ness yang ready anjem sekarang sangat tidak,"['ness', 'yang', 'ready', 'anjem', 'sekarang', 'sangat', 'tidak']",-11,-1
unnesmenfess unnes wellbeing,"['unnesmenfess', 'unnes', 'wellbeing']",0,0
unnesmenfess cek ig uwb menteri sehat mental bem kamu unnes gess gratisss,"['unnesmenfess', 'cek', 'ig', 'uwb', 'menteri', 'sehat', 'mental', 'bem', 'kamu', 'unnes', 'gess', 'gratisss']",-1,-1
ness tukang sayur dideket rusunawa buka jam berapa yaa,"['ness', 'tukang', 'sayur', 'dideket', 'rusunawa', 'buka', 'jam', 'berapa', 'yaa']",-2,-1
